Category	Subcategory	Subsystem	Role	Features
Stress Response	Osmotic stress	Osmotic stress cluster	Heat shock (predicted periplasmic) protein YciM, precursor	fig|6666666.230262.peg.2243
Stress Response	Osmotic stress	Osmoregulation	Outer membrane protein A precursor	fig|6666666.230262.peg.740
Stress Response	Osmotic stress	Osmoregulation	Outer membrane protein A precursor	fig|6666666.230262.peg.2387
Stress Response	Osmotic stress	Osmoregulation	Aquaporin Z	fig|6666666.230262.peg.606
Stress Response	Osmotic stress	Osmoregulation	Osmotically inducible protein OsmY	fig|6666666.230262.peg.3075
Stress Response	Osmotic stress	Synthesis of osmoregulated periplasmic glucans	Glucans biosynthesis protein D precursor	fig|6666666.230262.peg.3962
Stress Response	Osmotic stress	Synthesis of osmoregulated periplasmic glucans	Phosphoglycerol transferase I (EC 2.7.8.20)	fig|6666666.230262.peg.3284
Stress Response	Osmotic stress	Synthesis of osmoregulated periplasmic glucans	Glucans biosynthesis glucosyltransferase H (EC 2.4.1.-)	fig|6666666.230262.peg.945
Stress Response	Osmotic stress	Choline and Betaine Uptake and Betaine Biosynthesis	HTH-type transcriptional regulator BetI	fig|6666666.230262.peg.3158
Stress Response	Osmotic stress	Choline and Betaine Uptake and Betaine Biosynthesis	High-affinity choline uptake protein BetT	fig|6666666.230262.peg.755
Stress Response	Osmotic stress	Choline and Betaine Uptake and Betaine Biosynthesis	High-affinity choline uptake protein BetT	fig|6666666.230262.peg.1902
Stress Response	Osmotic stress	Choline and Betaine Uptake and Betaine Biosynthesis	High-affinity choline uptake protein BetT	fig|6666666.230262.peg.3156
Stress Response	Osmotic stress	Choline and Betaine Uptake and Betaine Biosynthesis	Choline-sulfatase (EC 3.1.6.6)	fig|6666666.230262.peg.1704
Stress Response	Osmotic stress	Choline and Betaine Uptake and Betaine Biosynthesis	Choline dehydrogenase (EC 1.1.99.1)	fig|6666666.230262.peg.3160
Stress Response	Osmotic stress	Choline and Betaine Uptake and Betaine Biosynthesis	Betaine aldehyde dehydrogenase (EC 1.2.1.8)	fig|6666666.230262.peg.3159
Stress Response	Oxidative stress	Glutathione: Non-redox reactions	Glutathione S-transferase, zeta (EC 2.5.1.18)	fig|6666666.230262.peg.2087
Stress Response	Oxidative stress	Glutathione: Non-redox reactions	Glutathione S-transferase (EC 2.5.1.18)	fig|6666666.230262.peg.228
Stress Response	Oxidative stress	Glutathione: Non-redox reactions	Glutathione S-transferase (EC 2.5.1.18)	fig|6666666.230262.peg.922
Stress Response	Oxidative stress	Glutathione: Non-redox reactions	Glutathione S-transferase (EC 2.5.1.18)	fig|6666666.230262.peg.1050
Stress Response	Oxidative stress	Glutathione: Non-redox reactions	Glutathione S-transferase (EC 2.5.1.18)	fig|6666666.230262.peg.2266
Stress Response	Oxidative stress	Glutathione: Non-redox reactions	Glutathione S-transferase (EC 2.5.1.18)	fig|6666666.230262.peg.2842
Stress Response	Oxidative stress	Glutathione: Non-redox reactions	Glutathione S-transferase (EC 2.5.1.18)	fig|6666666.230262.peg.2973
Stress Response	Oxidative stress	Glutathione: Non-redox reactions	Glutathione S-transferase (EC 2.5.1.18)	fig|6666666.230262.peg.3262
Stress Response	Oxidative stress	Glutathione: Non-redox reactions	Glutathione S-transferase (EC 2.5.1.18)	fig|6666666.230262.peg.3336
Stress Response	Oxidative stress	Glutathione: Non-redox reactions	Uncharacterized glutathione S-transferase-like protein	fig|6666666.230262.peg.884
Stress Response	Oxidative stress	Glutathione: Non-redox reactions	Uncharacterized glutathione S-transferase-like protein	fig|6666666.230262.peg.4035
Stress Response	Oxidative stress	Glutathione: Non-redox reactions	Lactoylglutathione lyase (EC 4.4.1.5)	fig|6666666.230262.peg.165
Stress Response	Oxidative stress	Glutathione: Non-redox reactions	Lactoylglutathione lyase (EC 4.4.1.5)	fig|6666666.230262.peg.933
Stress Response	Oxidative stress	Glutathione: Non-redox reactions	Lactoylglutathione lyase (EC 4.4.1.5)	fig|6666666.230262.peg.2460
Stress Response	Oxidative stress	Glutathione: Non-redox reactions	FIG005121: SAM-dependent methyltransferase (EC 2.1.1.-)	fig|6666666.230262.peg.2923
Stress Response	Oxidative stress	Glutathione: Non-redox reactions	Hydroxyacylglutathione hydrolase (EC 3.1.2.6)	fig|6666666.230262.peg.541
Stress Response	Oxidative stress	Glutathione: Non-redox reactions	Hydroxyacylglutathione hydrolase (EC 3.1.2.6)	fig|6666666.230262.peg.2924
Stress Response	Oxidative stress	Glutathione: Non-redox reactions	Glutathione S-transferase, unnamed subgroup (EC 2.5.1.18)	fig|6666666.230262.peg.1037
Stress Response	Oxidative stress	Redox-dependent regulation of nucleus processes	Nicotinate phosphoribosyltransferase (EC 2.4.2.11)	fig|6666666.230262.peg.776
Stress Response	Oxidative stress	Redox-dependent regulation of nucleus processes	Nicotinamidase (EC 3.5.1.19)	fig|6666666.230262.peg.1385
Stress Response	Oxidative stress	Redox-dependent regulation of nucleus processes	Nicotinamidase (EC 3.5.1.19)	fig|6666666.230262.peg.3722
Stress Response	Oxidative stress	Redox-dependent regulation of nucleus processes	NAD-dependent protein deacetylase of SIR2 family	fig|6666666.230262.peg.3726
Stress Response	Oxidative stress	Redox-dependent regulation of nucleus processes	NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)	fig|6666666.230262.peg.3453
Stress Response	Oxidative stress	Glutathione: Redox cycle	Glutathione reductase (EC 1.8.1.7)	fig|6666666.230262.peg.1750
Stress Response	Oxidative stress	Glutathione: Redox cycle	Glutaredoxin 3	fig|6666666.230262.peg.2941
Stress Response	Oxidative stress	Glutaredoxins	Glutaredoxin 3	fig|6666666.230262.peg.2941
Stress Response	Oxidative stress	Glutaredoxins	Glutaredoxin-related protein	fig|6666666.230262.peg.212
Stress Response	Oxidative stress	Glutaredoxins	Periplasmic septal ring factor with murein hydrolase activity EnvC/YibP	fig|6666666.230262.peg.2140
Stress Response	Oxidative stress	Glutaredoxins	Cell wall endopeptidase, family M23/M37	fig|6666666.230262.peg.415
Stress Response	Oxidative stress	Glutathione: Biosynthesis and gamma-glutamyl cycle	Gamma-glutamyltranspeptidase (EC 2.3.2.2)	fig|6666666.230262.peg.2399
Stress Response	Oxidative stress	Glutathione: Biosynthesis and gamma-glutamyl cycle	Gamma-glutamyltranspeptidase (EC 2.3.2.2)	fig|6666666.230262.peg.3023
Stress Response	Oxidative stress	Glutathione: Biosynthesis and gamma-glutamyl cycle	Glutathione synthetase (EC 6.3.2.3)	fig|6666666.230262.peg.2520
Stress Response	Oxidative stress	Glutathione: Biosynthesis and gamma-glutamyl cycle	Glutamate--cysteine ligase (EC 6.3.2.2)	fig|6666666.230262.peg.2988
Stress Response	Oxidative stress	Oxidative stress	Iron-binding ferritin-like antioxidant protein	fig|6666666.230262.peg.2532
Stress Response	Oxidative stress	Oxidative stress	Redox-sensitive transcriptional activator SoxR	fig|6666666.230262.peg.2833
Stress Response	Oxidative stress	Oxidative stress	Alkyl hydroperoxide reductase subunit C-like protein	fig|6666666.230262.peg.2720
Stress Response	Oxidative stress	Oxidative stress	Manganese superoxide dismutase (EC 1.15.1.1)	fig|6666666.230262.peg.773
Stress Response	Oxidative stress	Oxidative stress	Manganese superoxide dismutase (EC 1.15.1.1)	fig|6666666.230262.peg.1066
Stress Response	Oxidative stress	Oxidative stress	Superoxide dismutase [Cu-Zn] precursor (EC 1.15.1.1)	fig|6666666.230262.peg.1923
Stress Response	Oxidative stress	Oxidative stress	Superoxide dismutase [Fe] (EC 1.15.1.1)	fig|6666666.230262.peg.213
Stress Response	Oxidative stress	Oxidative stress	Hydrogen peroxide-inducible genes activator	fig|6666666.230262.peg.2555
Stress Response	Oxidative stress	Oxidative stress	Catalase (EC 1.11.1.6)	fig|6666666.230262.peg.435
Stress Response	Oxidative stress	Oxidative stress	Catalase (EC 1.11.1.6)	fig|6666666.230262.peg.3501
Stress Response	Oxidative stress	Oxidative stress	Catalase (EC 1.11.1.6)	fig|6666666.230262.peg.3666
Stress Response	Oxidative stress	Oxidative stress	Fumarate and nitrate reduction regulatory protein	fig|6666666.230262.peg.1592
Stress Response	Oxidative stress	Oxidative stress	Phytochrome, two-component sensor histidine kinase (EC 2.7.3.-)	fig|6666666.230262.peg.1343
Stress Response	Oxidative stress	Oxidative stress	Phytochrome, two-component sensor histidine kinase (EC 2.7.3.-)	fig|6666666.230262.peg.3074
Stress Response	Oxidative stress	Oxidative stress	Organic hydroperoxide resistance protein	fig|6666666.230262.peg.3711
Stress Response	Oxidative stress	Oxidative stress	Heme oxygenase HemO, associated with heme uptake	fig|6666666.230262.peg.1220
Stress Response	Oxidative stress	Oxidative stress	Non-specific DNA-binding protein Dps	fig|6666666.230262.peg.2532
Stress Response	Oxidative stress	Oxidative stress	Zinc uptake regulation protein ZUR	fig|6666666.230262.peg.380
Stress Response	Oxidative stress	Oxidative stress	Ferroxidase (EC 1.16.3.1)	fig|6666666.230262.peg.2532
Stress Response	Oxidative stress	Oxidative stress	Ferric uptake regulation protein FUR	fig|6666666.230262.peg.2299
Stress Response	Oxidative stress	Oxidative stress	transcriptional regulator, Crp/Fnr family	fig|6666666.230262.peg.2618
Stress Response	Oxidative stress	Protection from Reactive Oxygen Species	Manganese superoxide dismutase (EC 1.15.1.1)	fig|6666666.230262.peg.773
Stress Response	Oxidative stress	Protection from Reactive Oxygen Species	Manganese superoxide dismutase (EC 1.15.1.1)	fig|6666666.230262.peg.1066
Stress Response	Oxidative stress	Protection from Reactive Oxygen Species	Superoxide dismutase [Cu-Zn] precursor (EC 1.15.1.1)	fig|6666666.230262.peg.1923
Stress Response	Oxidative stress	Protection from Reactive Oxygen Species	Superoxide dismutase [Fe] (EC 1.15.1.1)	fig|6666666.230262.peg.213
Stress Response	Oxidative stress	Protection from Reactive Oxygen Species	Catalase (EC 1.11.1.6)	fig|6666666.230262.peg.435
Stress Response	Oxidative stress	Protection from Reactive Oxygen Species	Catalase (EC 1.11.1.6)	fig|6666666.230262.peg.3501
Stress Response	Oxidative stress	Protection from Reactive Oxygen Species	Catalase (EC 1.11.1.6)	fig|6666666.230262.peg.3666
Stress Response	Oxidative stress	Rubrerythrin	Rubredoxin	fig|6666666.230262.peg.1195
Stress Response	Oxidative stress	Rubrerythrin	Alkyl hydroperoxide reductase subunit C-like protein	fig|6666666.230262.peg.2720
Stress Response	Oxidative stress	Cluster containing Glutathione synthetase	Glutathione synthetase (EC 6.3.2.3)	fig|6666666.230262.peg.2520
Stress Response	Oxidative stress	Cluster containing Glutathione synthetase	Ribosomal RNA small subunit methyltransferase E (EC 2.1.1.-)	fig|6666666.230262.peg.2512
Stress Response	Oxidative stress	Cluster containing Glutathione synthetase	UPF0301 protein YqgE	fig|6666666.230262.peg.2819
Stress Response	Oxidative stress	Cluster containing Glutathione synthetase	Putative Holliday junction resolvase YggF	fig|6666666.230262.peg.2818
Stress Response	Oxidative stress	Glutathionylspermidine and Trypanothione	Similarity with glutathionylspermidine synthase (EC 6.3.1.8), group 1	fig|6666666.230262.peg.3247
Stress Response	Cold shock	Cold shock, CspA family of proteins	Cold shock protein CspD	fig|6666666.230262.peg.625
Stress Response	Cold shock	Cold shock, CspA family of proteins	Cold shock protein CspA	fig|6666666.230262.peg.2267
Stress Response	Cold shock	Cold shock, CspA family of proteins	Cold shock protein CspC	fig|6666666.230262.peg.1045
Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Heat-inducible transcription repressor HrcA	fig|6666666.230262.peg.2295
Stress Response	Heat shock	Heat shock dnaK gene cluster extended	FIG001341: Probable Fe(2+)-trafficking protein YggX	fig|6666666.230262.peg.3089
Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Chaperone protein DnaK	fig|6666666.230262.peg.2293
Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Glutathione synthetase (EC 6.3.2.3)	fig|6666666.230262.peg.2520
Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Chaperone protein DnaJ	fig|6666666.230262.peg.2291
Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Ribosomal RNA small subunit methyltransferase E (EC 2.1.1.-)	fig|6666666.230262.peg.2512
Stress Response	Heat shock	Heat shock dnaK gene cluster extended	tmRNA-binding protein SmpB	fig|6666666.230262.peg.2302
Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Radical SAM family enzyme, similar to coproporphyrinogen III oxidase, oxygen-independent, clustered with nucleoside-triphosphatase RdgB	fig|6666666.230262.peg.1183
Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Heat shock protein GrpE	fig|6666666.230262.peg.2294
Stress Response	Heat shock	Heat shock dnaK gene cluster extended	RNA polymerase sigma factor RpoH	fig|6666666.230262.peg.2656
Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Translation elongation factor LepA	fig|6666666.230262.peg.612
Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Ribosome-associated heat shock protein implicated in the recycling of the 50S subunit (S4 paralog)	fig|6666666.230262.peg.437
Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Nucleoside 5-triphosphatase RdgB (dHAPTP, dITP, XTP-specific) (EC 3.6.1.15)	fig|6666666.230262.peg.1182
Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Ribosomal protein L11 methyltransferase (EC 2.1.1.-)	fig|6666666.230262.peg.2644
Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Ribonuclease PH (EC 2.7.7.56)	fig|6666666.230262.peg.1180
Stress Response	Heat shock	Heat shock dnaK gene cluster extended	rRNA small subunit methyltransferase I	fig|6666666.230262.peg.812
Stress Response	Detoxification	Uptake of selenate and selenite	DedA protein	fig|6666666.230262.peg.1207
Stress Response	Detoxification	Glutathione-dependent pathway of formaldehyde detoxification	S-formylglutathione hydrolase (EC 3.1.2.12)	fig|6666666.230262.peg.3000
Stress Response	Detoxification	Glutathione-dependent pathway of formaldehyde detoxification	S-(hydroxymethyl)glutathione dehydrogenase (EC 1.1.1.284)	fig|6666666.230262.peg.2998
Stress Response	Detoxification	Glutathione-dependent pathway of formaldehyde detoxification	FrmR: Negative transcriptional regulator of formaldehyde detoxification operon	fig|6666666.230262.peg.2997
Stress Response	Stress Response - no subcategory	Hfl operon	Putative inner membrane protein YjeT (clustered with HflC)	fig|6666666.230262.peg.1235
Stress Response	Stress Response - no subcategory	Hfl operon	GTP-binding protein HflX	fig|6666666.230262.peg.2732
Stress Response	Stress Response - no subcategory	Hfl operon	HflC protein	fig|6666666.230262.peg.1236
Stress Response	Stress Response - no subcategory	Hfl operon	RNA-binding protein Hfq	fig|6666666.230262.peg.2733
Stress Response	Stress Response - no subcategory	Hfl operon	HflK protein	fig|6666666.230262.peg.1237
Stress Response	Stress Response - no subcategory	Carbon Starvation	Carbon storage regulator	fig|6666666.230262.peg.2725
Stress Response	Stress Response - no subcategory	Carbon Starvation	Carbon starvation protein A	fig|6666666.230262.peg.602
Stress Response	Stress Response - no subcategory	Carbon Starvation	Starvation lipoprotein Slp paralog	fig|6666666.230262.peg.2896
Stress Response	Stress Response - no subcategory	Carbon Starvation	Stringent starvation protein A	fig|6666666.230262.peg.222
Stress Response	Stress Response - no subcategory	Carbon Starvation	Stringent starvation protein B	fig|6666666.230262.peg.221
Stress Response	Periplasmic Stress	Periplasmic Stress Response	Survival protein SurA precursor (Peptidyl-prolyl cis-trans isomerase SurA) (EC 5.2.1.8)	fig|6666666.230262.peg.2536
Stress Response	Periplasmic Stress	Periplasmic Stress Response	Sigma factor RpoE negative regulatory protein RseA	fig|6666666.230262.peg.610
Stress Response	Periplasmic Stress	Periplasmic Stress Response	Outer membrane stress sensor protease DegS	fig|6666666.230262.peg.636
Stress Response	Periplasmic Stress	Periplasmic Stress Response	Intramembrane protease RasP/YluC, implicated in cell division based on FtsL cleavage	fig|6666666.230262.peg.324
Metabolism of Aromatic Compounds	Peripheral pathways for catabolism of aromatic compounds	Salicylate ester degradation	Salicylate hydroxylase (EC 1.14.13.1)	fig|6666666.230262.peg.4223
Metabolism of Aromatic Compounds	Peripheral pathways for catabolism of aromatic compounds	Quinate degradation	3-dehydroquinate dehydratase II (EC 4.2.1.10)	fig|6666666.230262.peg.2639
Metabolism of Aromatic Compounds	Peripheral pathways for catabolism of aromatic compounds	Benzoate degradation	Benzoate transport protein	fig|6666666.230262.peg.4067
Metabolism of Aromatic Compounds	Metabolism of central aromatic intermediates	Catechol branch of beta-ketoadipate pathway	Succinyl-CoA:3-ketoacid-coenzyme A transferase subunit A (EC 2.8.3.5)	fig|6666666.230262.peg.2048
Metabolism of Aromatic Compounds	Metabolism of central aromatic intermediates	Catechol branch of beta-ketoadipate pathway	Beta-ketoadipate enol-lactone hydrolase (EC 3.1.1.24)	fig|6666666.230262.peg.491
Metabolism of Aromatic Compounds	Metabolism of central aromatic intermediates	Catechol branch of beta-ketoadipate pathway	Succinyl-CoA:3-ketoacid-coenzyme A transferase subunit B (EC 2.8.3.5)	fig|6666666.230262.peg.2047
Metabolism of Aromatic Compounds	Metabolism of central aromatic intermediates	Salicylate and gentisate catabolism	Maleylacetoacetate isomerase (EC 5.2.1.2)	fig|6666666.230262.peg.2087
Metabolism of Aromatic Compounds	Metabolism of central aromatic intermediates	Salicylate and gentisate catabolism	Salicylate hydroxylase (EC 1.14.13.1)	fig|6666666.230262.peg.4223
Metabolism of Aromatic Compounds	Metabolism of central aromatic intermediates	Salicylate and gentisate catabolism	Fumarylacetoacetate hydrolase family protein	fig|6666666.230262.peg.2088
Metabolism of Aromatic Compounds	Metabolism of central aromatic intermediates	Salicylate and gentisate catabolism	Fumarylacetoacetate hydrolase family protein	fig|6666666.230262.peg.3891
Metabolism of Aromatic Compounds	Metabolism of central aromatic intermediates	Homogentisate pathway of aromatic compound degradation	Homogentisate 1,2-dioxygenase (EC 1.13.11.5)	fig|6666666.230262.peg.2181
Metabolism of Aromatic Compounds	Metabolism of central aromatic intermediates	Homogentisate pathway of aromatic compound degradation	4-hydroxyphenylpyruvate dioxygenase (EC 1.13.11.27)	fig|6666666.230262.peg.2182
Metabolism of Aromatic Compounds	Metabolism of central aromatic intermediates	Homogentisate pathway of aromatic compound degradation	Aromatic-amino-acid aminotransferase (EC 2.6.1.57)	fig|6666666.230262.peg.3987
Metabolism of Aromatic Compounds	Metabolism of central aromatic intermediates	Homogentisate pathway of aromatic compound degradation	Maleylacetoacetate isomerase (EC 5.2.1.2)	fig|6666666.230262.peg.2087
Metabolism of Aromatic Compounds	Metabolism of Aromatic Compounds - no subcategory	Gentisate degradation	Maleylacetoacetate isomerase (EC 5.2.1.2)	fig|6666666.230262.peg.2087
Metabolism of Aromatic Compounds	Metabolism of Aromatic Compounds - no subcategory	Gentisate degradation	Fumarylacetoacetate hydrolase family protein	fig|6666666.230262.peg.2088
Metabolism of Aromatic Compounds	Metabolism of Aromatic Compounds - no subcategory	Gentisate degradation	Fumarylacetoacetate hydrolase family protein	fig|6666666.230262.peg.3891
Amino Acids and Derivatives	Glutamine, glutamate, aspartate, asparagine; ammonia assimilation	Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis	Glutamine synthetase type I (EC 6.3.1.2)	fig|6666666.230262.peg.1890
Amino Acids and Derivatives	Glutamine, glutamate, aspartate, asparagine; ammonia assimilation	Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis	Glutamate synthase [NADPH] small chain (EC 1.4.1.13)	fig|6666666.230262.peg.661
Amino Acids and Derivatives	Glutamine, glutamate, aspartate, asparagine; ammonia assimilation	Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis	glutamine synthetase family protein	fig|6666666.230262.peg.247
Amino Acids and Derivatives	Glutamine, glutamate, aspartate, asparagine; ammonia assimilation	Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis	L-asparaginase (EC 3.5.1.1)	fig|6666666.230262.peg.2579
Amino Acids and Derivatives	Glutamine, glutamate, aspartate, asparagine; ammonia assimilation	Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis	L-asparaginase (EC 3.5.1.1)	fig|6666666.230262.peg.2604
Amino Acids and Derivatives	Glutamine, glutamate, aspartate, asparagine; ammonia assimilation	Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis	Aspartate aminotransferase (EC 2.6.1.1)	fig|6666666.230262.peg.1445
Amino Acids and Derivatives	Glutamine, glutamate, aspartate, asparagine; ammonia assimilation	Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis	Aspartate aminotransferase (EC 2.6.1.1)	fig|6666666.230262.peg.2841
Amino Acids and Derivatives	Glutamine, glutamate, aspartate, asparagine; ammonia assimilation	Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis	Aspartate aminotransferase (EC 2.6.1.1)	fig|6666666.230262.peg.3380
Amino Acids and Derivatives	Glutamine, glutamate, aspartate, asparagine; ammonia assimilation	Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis	Aspartate aminotransferase (EC 2.6.1.1)	fig|6666666.230262.peg.3383
Amino Acids and Derivatives	Glutamine, glutamate, aspartate, asparagine; ammonia assimilation	Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis	Aspartate aminotransferase (EC 2.6.1.1)	fig|6666666.230262.peg.3623
Amino Acids and Derivatives	Glutamine, glutamate, aspartate, asparagine; ammonia assimilation	Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis	NAD-specific glutamate dehydrogenase (EC 1.4.1.2), large form	fig|6666666.230262.peg.996
Amino Acids and Derivatives	Glutamine, glutamate, aspartate, asparagine; ammonia assimilation	Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis	Leucine-responsive regulatory protein, regulator for leucine (or lrp) regulon and high-affinity branched-chain amino acid transport system	fig|6666666.230262.peg.1784
Amino Acids and Derivatives	Glutamine, glutamate, aspartate, asparagine; ammonia assimilation	Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis	Asparagine synthetase [glutamine-hydrolyzing] (EC 6.3.5.4)	fig|6666666.230262.peg.304
Amino Acids and Derivatives	Glutamine, glutamate, aspartate, asparagine; ammonia assimilation	Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis	Asparagine synthetase [glutamine-hydrolyzing] (EC 6.3.5.4)	fig|6666666.230262.peg.1035
Amino Acids and Derivatives	Glutamine, glutamate, aspartate, asparagine; ammonia assimilation	Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis	Asparagine synthetase [glutamine-hydrolyzing] (EC 6.3.5.4)	fig|6666666.230262.peg.1815
Amino Acids and Derivatives	Glutamine, glutamate, aspartate, asparagine; ammonia assimilation	Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis	Glutamate synthase [NADPH] large chain (EC 1.4.1.13)	fig|6666666.230262.peg.14
Amino Acids and Derivatives	Glutamine, glutamate, aspartate, asparagine; ammonia assimilation	Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis	Glutamate synthase [NADPH] large chain (EC 1.4.1.13)	fig|6666666.230262.peg.662
Amino Acids and Derivatives	Glutamine, glutamate, aspartate, asparagine; ammonia assimilation	Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis	Aspartate racemase (EC 5.1.1.13)	fig|6666666.230262.peg.1677
Amino Acids and Derivatives	Glutamine, glutamate, aspartate, asparagine; ammonia assimilation	Glutamate dehydrogenases	NAD-specific glutamate dehydrogenase (EC 1.4.1.2), large form	fig|6666666.230262.peg.996
Amino Acids and Derivatives	Glutamine, glutamate, aspartate, asparagine; ammonia assimilation	Glutamine synthetases	Glutamine synthetase type I (EC 6.3.1.2)	fig|6666666.230262.peg.1890
Amino Acids and Derivatives	Glutamine, glutamate, aspartate, asparagine; ammonia assimilation	Glutamate and Aspartate uptake in Bacteria	Asparagine synthetase [glutamine-hydrolyzing] (EC 6.3.5.4)	fig|6666666.230262.peg.304
Amino Acids and Derivatives	Glutamine, glutamate, aspartate, asparagine; ammonia assimilation	Glutamate and Aspartate uptake in Bacteria	Asparagine synthetase [glutamine-hydrolyzing] (EC 6.3.5.4)	fig|6666666.230262.peg.1035
Amino Acids and Derivatives	Glutamine, glutamate, aspartate, asparagine; ammonia assimilation	Glutamate and Aspartate uptake in Bacteria	Asparagine synthetase [glutamine-hydrolyzing] (EC 6.3.5.4)	fig|6666666.230262.peg.1815
Amino Acids and Derivatives	Glutamine, glutamate, aspartate, asparagine; ammonia assimilation	Glutamate and Aspartate uptake in Bacteria	Sodium/glutamate symport protein	fig|6666666.230262.peg.1756
Amino Acids and Derivatives	Glutamine, glutamate, aspartate, asparagine; ammonia assimilation	Glutamate and Aspartate uptake in Bacteria	Sodium/glutamate symport protein	fig|6666666.230262.peg.3443
Amino Acids and Derivatives	Histidine Metabolism	Histidine Degradation	Conserved hypothetical protein (perhaps related to histidine degradation)	fig|6666666.230262.peg.2696
Amino Acids and Derivatives	Histidine Metabolism	Histidine Degradation	N-formylglutamate deformylase (EC 3.5.1.68)	fig|6666666.230262.peg.4069
Amino Acids and Derivatives	Histidine Metabolism	Histidine Degradation	Imidazolonepropionase (EC 3.5.2.7)	fig|6666666.230262.peg.4071
Amino Acids and Derivatives	Histidine Metabolism	Histidine Degradation	Urocanate hydratase (EC 4.2.1.49)	fig|6666666.230262.peg.4068
Amino Acids and Derivatives	Histidine Metabolism	Histidine Degradation	Histidine utilization repressor	fig|6666666.230262.peg.4073
Amino Acids and Derivatives	Histidine Metabolism	Histidine Degradation	Histidine ammonia-lyase (EC 4.3.1.3)	fig|6666666.230262.peg.4070
Amino Acids and Derivatives	Histidine Metabolism	Histidine Degradation	Formiminoglutamic iminohydrolase (EC 3.5.3.13)	fig|6666666.230262.peg.4072
Amino Acids and Derivatives	Histidine Metabolism	Histidine Biosynthesis	Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase (EC 5.3.1.16)	fig|6666666.230262.peg.2610
Amino Acids and Derivatives	Histidine Metabolism	Histidine Biosynthesis	Phosphoribosyl-ATP pyrophosphatase (EC 3.6.1.31)	fig|6666666.230262.peg.2608
Amino Acids and Derivatives	Histidine Metabolism	Histidine Biosynthesis	Imidazole glycerol phosphate synthase amidotransferase subunit (EC 2.4.2.-)	fig|6666666.230262.peg.2611
Amino Acids and Derivatives	Histidine Metabolism	Histidine Biosynthesis	Histidinol-phosphate aminotransferase (EC 2.6.1.9)	fig|6666666.230262.peg.2613
Amino Acids and Derivatives	Histidine Metabolism	Histidine Biosynthesis	Imidazoleglycerol-phosphate dehydratase (EC 4.2.1.19)	fig|6666666.230262.peg.2612
Amino Acids and Derivatives	Histidine Metabolism	Histidine Biosynthesis	Imidazole glycerol phosphate synthase cyclase subunit (EC 4.1.3.-)	fig|6666666.230262.peg.2609
Amino Acids and Derivatives	Histidine Metabolism	Histidine Biosynthesis	Phosphoribosyl-AMP cyclohydrolase (EC 3.5.4.19)	fig|6666666.230262.peg.2608
Amino Acids and Derivatives	Histidine Metabolism	Histidine Biosynthesis	ATP phosphoribosyltransferase (EC 2.4.2.17)	fig|6666666.230262.peg.2615
Amino Acids and Derivatives	Histidine Metabolism	Histidine Biosynthesis	Histidinol dehydrogenase (EC 1.1.1.23)	fig|6666666.230262.peg.2614
Amino Acids and Derivatives	Histidine Metabolism	Histidine Biosynthesis	Histidinol-phosphatase (EC 3.1.3.15)	fig|6666666.230262.peg.2612
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Polyamine Metabolism	Arginine/ornithine antiporter ArcD	fig|6666666.230262.peg.1904
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Polyamine Metabolism	Arginine/ornithine antiporter ArcD	fig|6666666.230262.peg.2753
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Polyamine Metabolism	Arginine/ornithine antiporter ArcD	fig|6666666.230262.peg.3046
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Polyamine Metabolism	Spermidine synthase (EC 2.5.1.16)	fig|6666666.230262.peg.3297
