fig|6666666.230262.peg.1	Name=GCN5-related_N-acetyltransferase
fig|6666666.230262.peg.3667	Name=Cytochrome_B561
fig|6666666.230262.peg.3668	Name=Two-component_response_regulator
fig|6666666.230262.peg.3669	Name=Two-component_sensor_histidine_kinase
fig|6666666.230262.peg.3670	Name=FIG01111637:_hypothetical_protein
fig|6666666.230262.peg.3671	Name=ABC_transporter%2C_ATP-binding_protein
fig|6666666.230262.peg.3672	Name=Acriflavin_resistance_protein
fig|6666666.230262.peg.3673	Name=Methionine_ABC_transporter_ATP-binding_protein
fig|6666666.230262.peg.3674	Name=ABC-type_antimicrobial_peptide_transport_system%2C_permease_component
fig|6666666.230262.peg.3675	Name=ABC-type_antimicrobial_peptide_transport_system%2C_permease_component
fig|6666666.230262.peg.3676	Name=TonB-dependent_receptor
fig|6666666.230262.peg.3677	Name=RarD_protein%2C_chloamphenicol_sensitive
fig|6666666.230262.peg.3678	Name=Permease_of_the_drug/metabolite_transporter_(DMT)_superfamily
fig|6666666.230262.peg.3679	Name=hypothetical_protein
fig|6666666.230262.peg.3680	Name=dicarboxylate_transport_protein
fig|6666666.230262.peg.3681	Name=FIG01111026:_hypothetical_protein
fig|6666666.230262.peg.3682	Name=Peptidase
fig|6666666.230262.peg.3683	Name=Beta-lactamase_related_protein
fig|6666666.230262.peg.3684	Name=putative_transmembrane_protein
fig|6666666.230262.peg.3685	Name=Tryptophanyl-tRNA_synthetase_(EC_6.1.1.2)
fig|6666666.230262.peg.3686	Name=FIG01111084:_hypothetical_protein
fig|6666666.230262.peg.3687	Name=Protein_yjbJ
fig|6666666.230262.peg.3688	Name=hypothetical_protein
fig|6666666.230262.peg.3689	Name=Arginase_(EC_3.5.3.1)
fig|6666666.230262.peg.3690	Name=hypothetical_protein
fig|6666666.230262.peg.3691	Name=FIG01112347:_hypothetical_protein
fig|6666666.230262.peg.3692	Name=FIG01111034:_hypothetical_protein
fig|6666666.230262.peg.3693	Name=Addiction_module_antidote_protein
fig|6666666.230262.peg.3694	Name=FIG022160:_hypothetical_toxin
fig|6666666.230262.peg.3695	Name=hypothetical_protein
fig|6666666.230262.peg.3696	Name=hypothetical_protein
fig|6666666.230262.peg.3697	Name=FIG01211448:_hypothetical_protein
fig|6666666.230262.peg.3698	Name=Pantothenate_kinase_type_III%2C_CoaX-like_(EC_2.7.1.33)
fig|6666666.230262.peg.3699	Name=Biotin_operon_repressor_/_Biotin-protein_ligase_(EC_6.3.4.15)
fig|6666666.230262.peg.3700	Name=FIG01111874:_hypothetical_protein
fig|6666666.230262.peg.3701	Name=Inner_membrane_protein
fig|6666666.230262.peg.3702	Name=Sensor_protein_PhoQ_(EC_2.7.13.3)
fig|6666666.230262.peg.3703	Name=Two-component_system_regulatory_protein
fig|6666666.230262.peg.3704	Name=FIG01111845:_hypothetical_protein
fig|6666666.230262.peg.3705	Name=tRNA_dihydrouridine_synthase_A
fig|6666666.230262.peg.3706	Name=hypothetical_protein
fig|6666666.230262.peg.3707	Name=protein_of_unknown_function_DUF1311
fig|6666666.230262.peg.3708	Name=FIG01209806:_hypothetical_protein
fig|6666666.230262.peg.3709	Name=Sulfate_permease
fig|6666666.230262.peg.3710	Name=Cobalt-zinc-cadmium_resistance_protein
fig|6666666.230262.peg.3711	Name=Organic_hydroperoxide_resistance_protein
fig|6666666.230262.peg.3712	Name=3-hydroxyisobutyrate_dehydrogenase_(EC_1.1.1.31)
fig|6666666.230262.peg.3713	Name=3-hydroxyisobutyryl-CoA_hydrolase_(EC_3.1.2.4)
fig|6666666.230262.peg.3714	Name=Enoyl-CoA_hydratase_[valine_degradation]_(EC_4.2.1.17)_/_Enoyl-CoA_hydratase_[isoleucine_degradation]_(EC_4.2.1.17)
fig|6666666.230262.peg.3715	Name=Branched-chain_acyl-CoA_dehydrogenase_(EC_1.3.99.12)
fig|6666666.230262.peg.3716	Name=Methylmalonate-semialdehyde_dehydrogenase_(EC_1.2.1.27)
fig|6666666.230262.peg.3717	Name=Transcriptional_regulator%2C_XRE_family_protein
fig|6666666.230262.peg.3718	Name=RpoH_suppressor
fig|6666666.230262.peg.3719	Name=Nicotinamide-nucleotide_adenylyltransferase%2C_NadM_family_(EC_2.7.7.1)_/_ADP-ribose_pyrophosphatase_(EC_3.6.1.13)
fig|6666666.230262.peg.3720	Name=Nicotinamide_phosphoribosyltransferase_(EC_2.4.2.12)
fig|6666666.230262.peg.3721	Name=FIG053235:_Diacylglucosamine_hydrolase_like
fig|6666666.230262.peg.3722	Name=Nicotinamidase_(EC_3.5.1.19)
fig|6666666.230262.peg.3723	Name=Formyltetrahydrofolate_deformylase_(EC_3.5.1.10)
fig|6666666.230262.peg.3724	Name=Transcriptional_regulator%2C_LysR_family
fig|6666666.230262.peg.3725	Name=FMN_oxidoreductase
fig|6666666.230262.peg.3726	Name=NAD-dependent_protein_deacetylase_of_SIR2_family
fig|6666666.230262.peg.3727	Name=Acyl-CoA_hydrolase_(EC_3.1.2.20)
fig|6666666.230262.peg.3728	Name=Putative_threonine_efflux_protein
fig|6666666.230262.peg.3729	Name=hypothetical_protein
fig|6666666.230262.peg.3730	Name=Ribonucleotide_reductase_of_class_Ia_(aerobic)%2C_beta_subunit_(EC_1.17.4.1)
fig|6666666.230262.peg.3731	Name=Ribonucleotide_reductase_of_class_Ia_(aerobic)%2C_alpha_subunit_(EC_1.17.4.1)
fig|6666666.230262.peg.3732	Name=hypothetical_protein
fig|6666666.230262.peg.3733	Name=ATPase%2C_AFG1_family
fig|6666666.230262.peg.3734	Name=Alpha/beta_hydrolase
fig|6666666.230262.peg.3735	Name=Integral_membrane_protein
fig|6666666.230262.peg.3736	Name=Nuclease
fig|6666666.230262.peg.3737	Name=cytochrome_C5
fig|6666666.230262.peg.3738	Name=Predicted_transcriptional_regulator_LiuX_of_leucine_degradation_pathway%2C_AcrR_family
fig|6666666.230262.peg.3739	Name=Isovaleryl-CoA_dehydrogenase_(EC_1.3.8.4)
fig|6666666.230262.peg.3740	Name=Methylcrotonyl-CoA_carboxylase_carboxyl_transferase_subunit_(EC_6.4.1.4)
fig|6666666.230262.peg.3741	Name=Methylcrotonyl-CoA_carboxylase_biotin-containing_subunit_(EC_6.4.1.4)
fig|6666666.230262.peg.3742	Name=FAD-dependent_pyridine_nucleotide-disulphide_oxidoreductase
fig|6666666.230262.peg.3743	Name=hypothetical_protein
fig|6666666.230262.peg.3744	Name=Adenylate_cyclase_(EC_4.6.1.1)
fig|6666666.230262.peg.3745	Name=cAMP-binding_proteins_-_catabolite_gene_activator_and_regulatory_subunit_of_cAMP-dependent_protein_kinases
fig|6666666.230262.peg.3746	Name=Isocitrate_lyase_(EC_4.1.3.1)
fig|6666666.230262.peg.3747	Name=Malate_synthase_(EC_2.3.3.9)
fig|6666666.230262.peg.3748	Name=Chromosome_initiation_inhibitor
fig|6666666.230262.peg.3749	Name=LysR_family_transcriptional_regulator_YnfL
fig|6666666.230262.peg.3750	Name=Permeases_of_the_major_facilitator_superfamily
fig|6666666.230262.peg.3751	Name=Signal_peptidase_I_(EC_3.4.21.89)
fig|6666666.230262.peg.3752	Name=conserved_hypothetical_protein
fig|6666666.230262.peg.3753	Name=3-dehydroquinate_dehydratase
fig|6666666.230262.peg.3754	Name=Dipeptidyl_carboxypeptidase_Dcp_(EC_3.4.15.5)
fig|6666666.230262.peg.3755	Name=Acyltransferase
fig|6666666.230262.peg.3756	Name=Hypothetical_protein_YaeJ_with_similarity_to_translation_release_factor
fig|6666666.230262.peg.3757	Name=FIG01111115:_hypothetical_protein
fig|6666666.230262.peg.3758	Name=tRNA_pseudouridine_synthase_C_(EC_4.2.1.70)
fig|6666666.230262.peg.3759	Name=O-methyltransferase
fig|6666666.230262.peg.3760	Name=FIG00640332:_hypothetical_protein
fig|6666666.230262.peg.3761	Name=Glucose-1-phosphate_thymidylyltransferase_(EC_2.7.7.24)
fig|6666666.230262.peg.3762	Name=Glucose-1-phosphate_thymidylyltransferase_(EC_2.7.7.24)
fig|6666666.230262.peg.3763	Name=Putative_uncharacterized_protein_YaiO
fig|6666666.230262.peg.3764	Name=Ubiquinone_biosynthesis_monooxygenase_UbiB
fig|6666666.230262.peg.3765	Name=Protein_YigP_(COG3165)_clustered_with_ubiquinone_biosynthetic_genes
fig|6666666.230262.peg.3766	Name=D-alanine--D-alanine_ligase_A_(EC_6.3.2.4)
fig|6666666.230262.peg.3767	Name=hypothetical_protein
fig|6666666.230262.peg.3768	Name=NAD(P)H_steroid_dehydrogenase-like_protein_in_alkane_synthesis_cluster
fig|6666666.230262.peg.3769	Name=AMP-dependent_synthetase/ligase_in_alkane_synthesis_cluster
fig|6666666.230262.peg.3770	Name=Ferredoxin
fig|6666666.230262.peg.3771	Name=Haloalkane_dehalogenase-like_protein
fig|6666666.230262.peg.3772	Name=3-oxoacyl-[ACP]_synthase_III_in_alkane_synthesis_cluster
fig|6666666.230262.peg.3773	Name=FIG01110944:_hypothetical_protein
fig|6666666.230262.peg.3774	Name=Zinc_protease
fig|6666666.230262.peg.3775	Name=FIG01112336:_hypothetical_protein
fig|6666666.230262.peg.3776	Name=tRNA_(cytidine(34)-2'-O)-methyltransferase_(EC_2.1.1.207)
fig|6666666.230262.peg.3777	Name=Glutaryl-CoA_dehydrogenase_(EC_1.3.99.7)
fig|6666666.230262.peg.3778	Name=Electron_transfer_flavoprotein-ubiquinone_oxidoreductase_(EC_1.5.5.1)
fig|6666666.230262.peg.3779	Name=Cytochrome_c
fig|6666666.230262.peg.3780	Name=FIG01112323:_hypothetical_protein
fig|6666666.230262.peg.3781	Name=two_component_transcriptional_regulator%2C_LuxR_family
fig|6666666.230262.peg.3782	Name=FIG01112619:_hypothetical_protein
fig|6666666.230262.peg.3783	Name=TolA_protein
fig|6666666.230262.peg.3784	Name=putative_membrane_protein
fig|6666666.230262.peg.3785	Name=hypothetical_protein
fig|6666666.230262.peg.3786	Name=Putative_homoserine_kinase_type_II%2C_PnuC-associated%2C_THI-regulated_branch
fig|6666666.230262.peg.3787	Name=Ferrichrome-iron_receptor
fig|6666666.230262.peg.3788	Name=PnuC-like_transporter_linked_to_homoserine_kinase_and_OMR
fig|6666666.230262.peg.3789	Name=FIG01112448:_hypothetical_protein
fig|6666666.230262.peg.3790	Name=Topoisomerase_IV_subunit_B_(EC_5.99.1.-)
fig|6666666.230262.peg.3791	Name=hypothetical_protein
fig|6666666.230262.peg.3792	Name=hypothetical_protein
fig|6666666.230262.peg.3793	Name=CTP_synthase_(EC_6.3.4.2)
fig|6666666.230262.peg.3794	Name=2-Keto-3-deoxy-D-manno-octulosonate-8-phosphate_synthase_(EC_2.5.1.55)
fig|6666666.230262.peg.3795	Name=FIG01112475:_hypothetical_protein
fig|6666666.230262.peg.3796	Name=FIG01111723:_hypothetical_protein
fig|6666666.230262.peg.3797	Name=Enolase_(EC_4.2.1.11)
fig|6666666.230262.peg.3798	Name=Cell_division_protein_DivIC_(FtsB)%2C_stabilizes_FtsL_against_RasP_cleavage
fig|6666666.230262.peg.3799	Name=2-C-methyl-D-erythritol_4-phosphate_cytidylyltransferase_(EC_2.7.7.60)
fig|6666666.230262.peg.3800	Name=2-C-methyl-D-erythritol_2%2C4-cyclodiphosphate_synthase_(EC_4.6.1.12)
fig|6666666.230262.peg.3801	Name=tRNA_pseudouridine_13_synthase_(EC_4.2.1.-)
fig|6666666.230262.peg.3802	Name=ortholog_of_Bordetella_pertussis_(BX470248)_BP2475
fig|6666666.230262.peg.3803	Name=5-nucleotidase_SurE_(EC_3.1.3.5)_@_Exopolyphosphatase_(EC_3.6.1.11)
fig|6666666.230262.peg.3804	Name=Protein-L-isoaspartate_O-methyltransferase_(EC_2.1.1.77)
fig|6666666.230262.peg.3805	Name=FIG139438:_lipoprotein_B
fig|6666666.230262.peg.3806	Name=Lipoprotein_NlpD
fig|6666666.230262.peg.3807	Name=hypothetical_protein
fig|6666666.230262.peg.3808	Name=COGs_COG3737
fig|6666666.230262.peg.3809	Name=FIG004454:_RNA_binding_protein
fig|6666666.230262.peg.3810	Name=Heat_shock_protein_FtsJ/RrmJ_@_Ribosomal_RNA_large_subunit_methyltransferase_E_(EC_2.1.1.-)
fig|6666666.230262.peg.3811	Name=Cell_division_protein_FtsH_(EC_3.4.24.-)
fig|6666666.230262.peg.3812	Name=FIG01111059:_hypothetical_protein
fig|6666666.230262.peg.3813	Name=Putative_drug_efflux_protein
fig|6666666.230262.peg.3814	Name=Integral_membrane_protein_TerC
fig|6666666.230262.peg.3815	Name=Diacylglycerol_kinase_(EC_2.7.1.107)
fig|6666666.230262.peg.3816	Name=hypothetical_protein
fig|6666666.230262.peg.3817	Name=Platelet-activating_factor_acetylhydrolase_IB_gamma_subunit_(EC_3.1.1.47)
fig|6666666.230262.peg.3818	Name=two-component_system_sensor_protein
fig|6666666.230262.peg.3819	Name=Response_regulators_consisting_of_a_CheY-like_receiver_domain_and_a_winged-helix_DNA-binding_domain
fig|6666666.230262.peg.3820	Name=Arylesterase_precursor_(EC_3.1.1.2)
fig|6666666.230262.peg.3821	Name=ABC_transporter%2C_ATP-binding_protein
fig|6666666.230262.peg.3822	Name=ABC_transporter%2C_permease_protein%2C_putative
fig|6666666.230262.peg.3823	Name=FIG01112647:_hypothetical_protein
fig|6666666.230262.peg.3824	Name=Hemin_transport_protein
fig|6666666.230262.peg.3825	Name=TonB-dependent_hemin_%2C_ferrichrome_receptor
fig|6666666.230262.peg.3826	Name=Hemin_uptake_protein
fig|6666666.230262.peg.3827	Name=Voltage-gated_potassium_channel_beta_subunit
fig|6666666.230262.peg.3828	Name=Na+_dependent_nucleoside_transporter_NupC
fig|6666666.230262.peg.3829	Name=Ribokinase_(EC_2.7.1.15)
fig|6666666.230262.peg.3830	Name=Mobile_element_protein
fig|6666666.230262.peg.3831	Name=Methyl-accepting_chemotaxis_protein_I_(serine_chemoreceptor_protein)
fig|6666666.230262.peg.3832	Name=hypothetical_protein
fig|6666666.230262.peg.3833	Name=Rrf2_family_transcriptional_regulator%2C_group_III
fig|6666666.230262.peg.3834	Name=Thioredoxin_reductase_(EC_1.8.1.9)
fig|6666666.230262.peg.3835	Name=RNA-2'%2C3'-PO4:RNA-5'-OH_ligase
fig|6666666.230262.peg.3836	Name=Putative_stomatin/prohibitin-family_membrane_protease_subunit_PA4582
fig|6666666.230262.peg.3837	Name=Oxidoreductase
fig|6666666.230262.peg.3838	Name=FIG01111013:_hypothetical_protein
fig|6666666.230262.peg.3839	Name=FIG01111410:_hypothetical_protein
fig|6666666.230262.peg.3840	Name=Ribosomal_large_subunit_pseudouridine_synthase_E_(EC_4.2.1.70)
fig|6666666.230262.peg.3841	Name=FIG01111496:_hypothetical_protein
fig|6666666.230262.peg.3842	Name=ATP-dependent_RNA_helicase
fig|6666666.230262.peg.3843	Name=Deoxyribonuclease_TatD
fig|6666666.230262.peg.3844	Name=Nucleoside-diphosphate-sugar_epimerases
fig|6666666.230262.peg.3845	Name=2-dehydropantoate_2-reductase_(EC_1.1.1.169)
fig|6666666.230262.peg.3846	Name=FIG01111940:_hypothetical_protein
fig|6666666.230262.peg.3847	Name=sensor_histidine_kinase
fig|6666666.230262.peg.3848	Name=Osmosensitive_K+_channel_histidine_kinase_KdpD_(EC_2.7.3.-)
fig|6666666.230262.peg.3849	Name=Potassium-transporting_ATPase_C_chain_(EC_3.6.3.12)_(TC_3.A.3.7.1)
fig|6666666.230262.peg.3850	Name=Potassium-transporting_ATPase_B_chain_(EC_3.6.3.12)_(TC_3.A.3.7.1)
fig|6666666.230262.peg.3851	Name=Potassium-transporting_ATPase_A_chain_(EC_3.6.3.12)_(TC_3.A.3.7.1)
fig|6666666.230262.peg.3852	Name=hypothetical_protein
fig|6666666.230262.peg.3853	Name=Exonuclease_SbcC
fig|6666666.230262.peg.3854	Name=Orotate_phosphoribosyltransferase_(EC_2.4.2.10)
fig|6666666.230262.peg.3855	Name=Exodeoxyribonuclease_III_(EC_3.1.11.2)
fig|6666666.230262.peg.3856	Name=AmpG_permease
fig|6666666.230262.peg.3857	Name=FIG01111145:_hypothetical_protein
fig|6666666.230262.peg.3858	Name=Anhydro-N-acetylmuramic_acid_kinase_(EC_2.7.1.-)
fig|6666666.230262.peg.3859	Name=Membrane_proteins_related_to_metalloendopeptidases
fig|6666666.230262.peg.3860	Name=Tyrosyl-tRNA_synthetase_(EC_6.1.1.1)
fig|6666666.230262.peg.3861	Name=Translation_elongation_factor_G
fig|6666666.230262.peg.3862	Name=SSU_ribosomal_protein_S7p_(S5e)
fig|6666666.230262.peg.3863	Name=SSU_ribosomal_protein_S12p_(S23e)
fig|6666666.230262.peg.3864	Name=DNA-directed_RNA_polymerase_beta'_subunit_(EC_2.7.7.6)
fig|6666666.230262.peg.3865	Name=DNA-directed_RNA_polymerase_beta_subunit_(EC_2.7.7.6)
fig|6666666.230262.peg.3866	Name=hypothetical_protein
fig|6666666.230262.peg.3867	Name=LSU_ribosomal_protein_L7/L12_(P1/P2)
fig|6666666.230262.peg.3868	Name=LSU_ribosomal_protein_L10p_(P0)
fig|6666666.230262.peg.3869	Name=LSU_ribosomal_protein_L1p_(L10Ae)
fig|6666666.230262.peg.3870	Name=LSU_ribosomal_protein_L11p_(L12e)
fig|6666666.230262.peg.3871	Name=Transcription_antitermination_protein_NusG
fig|6666666.230262.peg.3872	Name=Preprotein_translocase_subunit_SecE_(TC_3.A.5.1.1)
fig|6666666.230262.peg.3873	Name=Translation_elongation_factor_Tu
fig|6666666.230262.peg.3874	Name=FIG01112007:_hypothetical_protein
fig|6666666.230262.peg.3875	Name=CDP-diacylglycerol--serine_O-phosphatidyltransferase_(EC_2.7.8.8)
fig|6666666.230262.peg.3876	Name=FIG01111785:_hypothetical_protein
fig|6666666.230262.peg.3877	Name=Ribosomal-protein-S18p-alanine_acetyltransferase_(EC_2.3.1.-)
fig|6666666.230262.peg.3878	Name=Integral_membrane_protein
fig|6666666.230262.peg.3879	Name=Valyl-tRNA_synthetase_(EC_6.1.1.9)
fig|6666666.230262.peg.3880	Name=DNA_polymerase_III_chi_subunit_(EC_2.7.7.7)
fig|6666666.230262.peg.3881	Name=Cytosol_aminopeptidase_PepA_(EC_3.4.11.1)
fig|6666666.230262.peg.3882	Name=FIG000988:_Predicted_permease
fig|6666666.230262.peg.3883	Name=FIG000906:_Predicted_Permease
fig|6666666.230262.peg.3884	Name=FIG01112672:_hypothetical_protein
fig|6666666.230262.peg.3885	Name=FIG027190:_Putative_transmembrane_protein
fig|6666666.230262.peg.3886	Name=Site-specific_recombinase_XerD
fig|6666666.230262.peg.3887	Name=Thiol:disulfide_interchange_protein_DsbC
fig|6666666.230262.peg.3888	Name=Chitinase_(EC_3.2.1.14)
fig|6666666.230262.peg.3889	Name=FIG01112818:_hypothetical_protein
fig|6666666.230262.peg.3890	Name=FIG01112121:_hypothetical_protein
fig|6666666.230262.peg.3891	Name=Fumarylacetoacetate_hydrolase_family_protein
fig|6666666.230262.peg.3892	Name=Large-conductance_mechanosensitive_channel
fig|6666666.230262.peg.3893	Name=Aminopeptidase
fig|6666666.230262.peg.3894	Name=hypothetical_tRNA/rRNA_methyltransferase_yfiF_[EC:2.1.1.-]
fig|6666666.230262.peg.3895	Name=sodium/alanine_symporter_family_protein
fig|6666666.230262.peg.3896	Name=N-acetylglutamate_synthase_(EC_2.3.1.1)
fig|6666666.230262.peg.3897	Name=RND_multidrug_efflux_transporter%3B_Acriflavin_resistance_protein
fig|6666666.230262.peg.3898	Name=Membrane_fusion_protein_of_RND_family_multidrug_efflux_pump
fig|6666666.230262.peg.3899	Name=Outer_membrane_receptor_proteins%2C_mostly_Fe_transport
fig|6666666.230262.peg.3900	Name=FIG01111165:_hypothetical_protein
fig|6666666.230262.peg.3901	Name=Exodeoxyribonuclease_VII_large_subunit_(EC_3.1.11.6)
fig|6666666.230262.peg.3902	Name=Epoxyqueuosine_(oQ)_reductase_QueG
fig|6666666.230262.peg.3903	Name=NAD(P)HX_epimerase_/_NAD(P)HX_dehydratase
fig|6666666.230262.peg.3904	Name=TsaE_protein%2C_required_for_threonylcarbamoyladenosine_t(6)A37_formation_in_tRNA
fig|6666666.230262.peg.3905	Name=N-acetylmuramoyl-L-alanine_amidase_(EC_3.5.1.28)
fig|6666666.230262.peg.3906	Name=DNA_mismatch_repair_protein_MutL
fig|6666666.230262.peg.3907	Name=FIG01112925:_hypothetical_protein
fig|6666666.230262.peg.3908	Name=FIG01111089:_hypothetical_protein
fig|6666666.230262.peg.3909	Name=PhbF
fig|6666666.230262.peg.3910	Name=Acetoacetyl-CoA_reductase_(EC_1.1.1.36)
fig|6666666.230262.peg.3911	Name=glutamyl-Q-tRNA_synthetase
fig|6666666.230262.peg.3912	Name=Probable_protease_htpX_homolog_(EC_3.4.24.-)
fig|6666666.230262.peg.3913	Name=NADPH_dependent_preQ0_reductase_(EC_1.7.1.13)
fig|6666666.230262.peg.3914	Name=FIG01111128:_hypothetical_protein
fig|6666666.230262.peg.3915	Name=FIG01112123:_hypothetical_protein
fig|6666666.230262.peg.3916	Name=hypothetical_protein
fig|6666666.230262.peg.3917	Name=Isocitrate_dehydrogenase_[NADP]_(EC_1.1.1.42)%3B_Monomeric_isocitrate_dehydrogenase_[NADP]_(EC_1.1.1.42)
fig|6666666.230262.peg.3918	Name=FIG01111639:_hypothetical_protein
fig|6666666.230262.peg.3919	Name=FIG01111207:_hypothetical_protein
fig|6666666.230262.peg.3920	Name=Roadblock/LC7
fig|6666666.230262.peg.3921	Name=FIG01112492:_hypothetical_protein
fig|6666666.230262.peg.3922	Name=Isocitrate_dehydrogenase_phosphatase_(EC_2.7.11.5)/kinase_(EC_3.1.3.-)
fig|6666666.230262.peg.3923	Name=FIG01111847:_hypothetical_protein
fig|6666666.230262.peg.3924	Name=GGDEF_family_protein
fig|6666666.230262.peg.3925	Name=Transcription_termination_factor_Rho
fig|6666666.230262.peg.3926	Name=Uncharacterized_protein_YrbK_clustered_with_lipopolysaccharide_transporters
fig|6666666.230262.peg.3927	Name=3-deoxy-D-manno-octulosonate_8-phosphate_phosphatase_(EC_3.1.3.45)
fig|6666666.230262.peg.3928	Name=Arabinose_5-phosphate_isomerase_(EC_5.3.1.13)
fig|6666666.230262.peg.3929	Name=YrbA_protein
fig|6666666.230262.peg.3930	Name=UDP-N-acetylglucosamine_1-carboxyvinyltransferase_(EC_2.5.1.7)
fig|6666666.230262.peg.3931	Name=FIG01112264:_hypothetical_protein
fig|6666666.230262.peg.3932	Name=FIG01111477:_hypothetical_protein
fig|6666666.230262.peg.3933	Name=FIG01110983:_hypothetical_protein
fig|6666666.230262.peg.3934	Name=Phosphoribosylglycinamide_formyltransferase_(EC_2.1.2.2)
fig|6666666.230262.peg.3935	Name=FIG01213181:_hypothetical_protein
fig|6666666.230262.peg.3936	Name=FIG01111360:_hypothetical_protein
fig|6666666.230262.peg.3937	Name=Permeases_of_the_major_facilitator_superfamily
fig|6666666.230262.peg.3938	Name=Phosphoribosylformylglycinamidine_cyclo-ligase_(EC_6.3.3.1)
fig|6666666.230262.peg.3939	Name=FIG01112342:_hypothetical_protein
fig|6666666.230262.peg.3940	Name=Putative_permease_often_clustered_with_de_novo_purine_synthesis
fig|6666666.230262.peg.3941	Name=Chromosomal_replication_initiator_protein_DnaA
fig|6666666.230262.peg.3942	Name=FIG01112239:_hypothetical_protein
fig|6666666.230262.peg.3943	Name=Methionyl-tRNA_synthetase_(EC_6.1.1.10)
fig|6666666.230262.peg.3944	Name=Phosphoserine_phosphatase_(EC_3.1.3.3)
fig|6666666.230262.peg.3945	Name=Ferredoxin_II
fig|6666666.230262.peg.3946	Name=RidA/YER057c/UK114_superfamily%2C_group_2%2C_YoaB-like_protein
fig|6666666.230262.peg.3947	Name=membrane_protein%2C_putative
fig|6666666.230262.peg.3948	Name=virulence_protein
fig|6666666.230262.peg.3949	Name=FIG01112838:_hypothetical_protein
fig|6666666.230262.peg.3950	Name=ortholog_of_Bordetella_pertussis_(BX470248)_BP1188A
fig|6666666.230262.peg.3951	Name=FIG01111158:_hypothetical_protein
fig|6666666.230262.peg.3952	Name=TPR_domain_protein
fig|6666666.230262.peg.3953	Name=Alkylphosphonate_utilization_operon_protein_PhnA
fig|6666666.230262.peg.3954	Name=Putative_heat_shock_protein_YegD
fig|6666666.230262.peg.3955	Name=FIG01112519:_hypothetical_protein
fig|6666666.230262.peg.3956	Name=FIG01110980:_hypothetical_protein
fig|6666666.230262.peg.3957	Name=FIG01112532:_hypothetical_protein
fig|6666666.230262.peg.3958	Name=FIG01111117:_hypothetical_protein
fig|6666666.230262.peg.3959	Name=RNA_polymerase_ECF-type_sigma_factor
fig|6666666.230262.peg.3960	Name=FIG01112891:_hypothetical_protein
fig|6666666.230262.peg.3961	Name=Small-conductance_mechanosensitive_channel
fig|6666666.230262.peg.3962	Name=Glucans_biosynthesis_protein_D_precursor
fig|6666666.230262.peg.3963	Name=Formamidopyrimidine-DNA_glycosylase_(EC_3.2.2.23)
fig|6666666.230262.peg.3964	Name=FIG01111749:_hypothetical_protein
fig|6666666.230262.peg.3965	Name=Fatty_acid_desaturase_(EC_1.14.19.1)%3B_Delta-9_fatty_acid_desaturase_(EC_1.14.19.1)
fig|6666666.230262.peg.3966	Name=ABC_transporter%2C_ATP-binding_protein
fig|6666666.230262.peg.3967	Name=FIG01111290:_hypothetical_protein
fig|6666666.230262.peg.3968	Name=FIG01111161:_hypothetical_protein
fig|6666666.230262.peg.3969	Name=Nonspecific_acid_phosphatase_precursor_(EC_3.1.3.2)
fig|6666666.230262.peg.3970	Name=TonB-dependent_receptor
fig|6666666.230262.peg.3971	Name=DUF124_domain-containing_protein
fig|6666666.230262.peg.3972	Name=UPF0028_protein_YchK
fig|6666666.230262.peg.3973	Name=FIG01112577:_hypothetical_protein
fig|6666666.230262.peg.3974	Name=Transcriptional_regulator%2C_AsnC_family
fig|6666666.230262.peg.3975	Name=hypothetical_protein
fig|6666666.230262.peg.3976	Name=Phenylalanine-4-hydroxylase_(EC_1.14.16.1)
fig|6666666.230262.peg.3977	Name=Ribose_operon_repressor
fig|6666666.230262.peg.3978	Name=cysteine_dioxygenase_type_I
fig|6666666.230262.peg.3979	Name=4-hydroxy-2-oxoglutarate_aldolase_(EC_4.1.3.16)_@_2-dehydro-3-deoxyphosphogluconate_aldolase_(EC_4.1.2.14)
fig|6666666.230262.peg.3980	Name=Alcohol_dehydrogenase_(EC_1.1.1.1)
fig|6666666.230262.peg.3981	Name=FIG01111467:_hypothetical_protein
fig|6666666.230262.peg.3982	Name=ATP-dependent_DNA_ligase_(EC_6.5.1.1)_clustered_with_Ku_protein%2C_LigD
fig|6666666.230262.peg.3983	Name=Ku_domain_protein
fig|6666666.230262.peg.3984	Name=FIG01111891:_hypothetical_protein
fig|6666666.230262.peg.3985	Name=FIG01111063:_hypothetical_protein
fig|6666666.230262.peg.3986	Name=iron_transporter
fig|6666666.230262.peg.3987	Name=Aromatic-amino-acid_aminotransferase_(EC_2.6.1.57)
fig|6666666.230262.peg.3988	Name=Fructose-1%2C6-bisphosphatase%2C_type_I_(EC_3.1.3.11)
fig|6666666.230262.peg.3989	Name=FIG01112860:_hypothetical_protein
fig|6666666.230262.peg.3990	Name=Radical_SAM_domain_protein
fig|6666666.230262.peg.3991	Name=Heavy_metal_RND_efflux_outer_membrane_protein%2C_CzcC_family
fig|6666666.230262.peg.3992	Name=Probable_Co/Zn/Cd_efflux_system_membrane_fusion_protein
fig|6666666.230262.peg.3993	Name=Cobalt-zinc-cadmium_resistance_protein_CzcA%3B_Cation_efflux_system_protein_CusA
fig|6666666.230262.peg.3994	Name=putative_membrane_protein
fig|6666666.230262.peg.3995	Name=hypothetical_protein
fig|6666666.230262.peg.3996	Name=hypothetical_protein
